"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"17757","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18109/2025-2026/244410","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","11-Mar-2026","GRAM PANCHAYAT BHAGOHAR","Payment Success","202500"
"17758","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18109/2025-2026/244410","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","11-Mar-2026","GRAM PANCHAYAT BHAGOHAR","Payment Success","54450"
"17759","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18109/2025-2026/244410","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","DR. RAJESH MISHRA","SIDHI","11-Mar-2026","GRAM PANCHAYAT BHAGOHAR","Payment Success","240000"
"17760","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18173/2025-2026/211105","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","THARANIVENTHAN M S","ARANI","29-Dec-2025","Mageshwari","Payment Success","475753"
"17761","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP18173/2025-2026/211105","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","THARANIVENTHAN M S","ARANI","14-May-2026","Mageshwari","Payment Success","224037"
"17762","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18167/2025-2026/187296","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","Dhayal Enterprises","Payment Success","368112"
"17763","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18167/2025-2026/187296","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","babulal","Payment Success","11050"
"17764","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18167/2025-2026/187296","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","panna","Payment Success","7410"
"17765","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18167/2025-2026/187296","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","RAMESH","Payment Success","22100"
"17766","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18167/2025-2026/187296","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","PAPPU RAM","Payment Success","16150"
"17767","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18167/2025-2026/187296","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","PARSI DEVI","Payment Success","6840"
"17768","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18167/2025-2026/187296","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","TAHIR KHAN","Payment Success","11050"
"17769","Haryana","Construction of community centers and community halls","WS/MP18065/2025-2026/163037","JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR)","DEEPENDER SINGH HOODA","ROHTAK","21-Jan-2026","The Himansh Cooperative L and C Society","Payment Success","1025577"
"17770","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP323/2025-2026/239401","JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA)","Rajeshbhai Naranbhai Chudasama","JUNAGADH","06-Mar-2026","GRAM PANCHAYAT VADHAVI","Payment Success","249467"
"17771","Maharashtra","Construction of community centers and community halls","WS/MP18110/2025-2026/209772","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","NILESH DNYANDEV LANKE","AHMEDNAGAR","01-Jan-2026","SUNIL DATTATRAY KUDALE","Payment Success","4776925"
"17772","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP323/2025-2026/239404","JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA)","Rajeshbhai Naranbhai Chudasama","JUNAGADH","01-Jan-2026","GRAM PANCHAYAT UMRALA","Payment Success","399429"
"17773","Odisha","Construction of rooms and halls in school and colleges","WS/MP18139/2025-2026/236549","Baragada(DISTRICT COLLECTOR BARAGARH_IDA)","PRADEEP PUROHIT","BARGARH","29-Dec-2025","SUDHIR KUMAR NATH","Payment Success","500000"
"17774","Arunachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP313/2025-2026/225973","EAST SIANG(Deputy Commisioner East Siang_IDA)","Shri Tapir Gao","ARUNACHAL EAST","12-Jan-2026","Ms M B Enterprises","Payment Success","475521"
"17775","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18344/2025-2026/225579","PORBANDAR(DISTRICT COLLECTOR PORBANDAR_IDA)","DR. MANSUKH MANDAVIYA","PORBANDAR","06-Feb-2026","JUNEJ GRAM PANCHAYAT","Payment Success","249879"
"17776","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18344/2025-2026/225572","PORBANDAR(DISTRICT COLLECTOR PORBANDAR_IDA)","DR. MANSUKH MANDAVIYA","PORBANDAR","10-Feb-2026","VADALA GRAM PANCHAYAT","Payment Success","242870"
"17777","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","29-Dec-2025","PAYAL BROTHERS","Payment Success","385513"
"17778","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/259625","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","05-May-2026","PAYAL BROTHERS","Payment Success","445439"
"17779","Rajasthan","Installing tube-wells and borewells","WS/MP18167/2025-2026/259626","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","24-Mar-2026","PAYAL BROTHERS","Payment Success","593086"
"17780","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","DEVENDRA KUMAR","Payment Success","3705"
"17781","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP18202/2025-2026/161946","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DHARMENDRA YADAV","AZAMGARH","28-Dec-2025","Executive Engineer EDD Kaptanganj Azamgarh","Payment Success","148252"
"17782","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP18202/2026-2027/281157","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DHARMENDRA YADAV","AZAMGARH","20-Jun-2026","Executive Engineer EDD Kaptanganj Azamgarh","Payment Success","191268"
"17783","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP18202/2026-2027/281161","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","DHARMENDRA YADAV","AZAMGARH","20-Jun-2026","Executive Engineer EDD Kaptanganj Azamgarh","Payment Success","245252"
"17784","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","Sachin","Payment Success","3705"
"17785","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","MANJU","Payment Success","3705"
"17786","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","SUMAN DEVI","Payment Success","3000"
"17787","Rajasthan","Development of playground","WS/MP18167/2025-2026/187096","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","07-Jan-2026","SUMAN DEVI","Payment Success","7668"
"17788","Rajasthan","Development of playground","WS/MP18167/2025-2026/187096","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","07-Jan-2026","SUNIL KUMAR","Payment Success","20250"
"17789","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","SUNIL KUMAR","Payment Success","3705"
"17790","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","SUNIL","Payment Success","3705"
"17791","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/259625","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","05-May-2026","SUNIL","Payment Success","8250"
"17792","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","KANHIRAM","Payment Success","9750"
"17793","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","SANTOSH","Payment Success","3705"
"17794","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","SANDEEP","Payment Success","9750"
"17795","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/259625","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","05-May-2026","SANDEEP","Payment Success","8250"
"17796","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","VIMLA","Payment Success","9750"
"17797","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18104/2025-2026/249549","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","29-Dec-2025","GP MAHANGVA","Payment Success","60000"
"17798","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18104/2025-2026/249549","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","DARSHAN SINGH CHOUDHARY","HOSHANGABAD","02-Feb-2026","GP MAHANGVA","Payment Success","89840"
"17799","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","NARENDER","Payment Success","9750"
"17800","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/259625","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","05-May-2026","NARENDER","Payment Success","8250"
"17801","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","RUPCHAND","Payment Success","9750"
"17802","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","SANTOSH","Payment Success","9750"
"17803","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/259625","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","05-May-2026","SANTOSH","Payment Success","3124"
"17804","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","VIVEK THALOR","Payment Success","3705"
"17805","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","SHEO PAL SAINI","Payment Success","3705"
"17806","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18160/2025-2026/225228","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","UMMEDA RAM BENIWAL","BARMER","12-May-2026","GAJJU CONSTRUCTION COMPANY","Payment Success","172105"
"17807","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18160/2025-2026/225228","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","UMMEDA RAM BENIWAL","BARMER","01-Jan-2026","GAJJU CONSTRUCTION COMPANY","Payment Success","505460"
"17808","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18018/2025-2026/209706","VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA)","Appalanaidu Kalisetti","VIZIANAGARAM","09-Jan-2026","ALTI SRINIVASA RAO","Payment Success","457509"
"17809","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18018/2025-2026/209730","VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA)","Appalanaidu Kalisetti","VIZIANAGARAM","09-Jan-2026","ALTI SRINIVASA RAO","Payment Success","153976"
"17810","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18018/2025-2026/209731","VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA)","Appalanaidu Kalisetti","VIZIANAGARAM","09-Jan-2026","ALTI SRINIVASA RAO","Payment Success","283046"
"17811","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/176240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","GANGA ARYA","Payment Success","10614"
"17812","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/176240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","VALYA DEVI","Payment Success","20496"
"17813","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/176240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","NEETA ARYA","Payment Success","20496"
"17814","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/176240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","MANJU DEVI","Payment Success","20496"
"17815","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/176240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","SHER RAM","Payment Success","28280"
"17816","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/176240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","AKSHYA KUMAR","Payment Success","21210"
"17817","Uttarakhand","Construction of community centers and community halls","WS/MP021/2025-2026/176240","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","30-Dec-2025","VISHAL KUMAR","Payment Success","14645"
"17818","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","POONAM","Payment Success","3705"
"17819","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","TARAWATI","Payment Success","3705"
"17820","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18167/2025-2026/220213","JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA)","BRIJENDRA SINGH OLA","JHUNJHUNU","30-Dec-2025","VENI SHANKAR","Payment Success","9750"
"17821","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/195028","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","22-Jan-2026","VINOD LUHAR","Payment Success","3510"
"17822","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/195028","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","22-Jan-2026","SHABHU LUHAR","Payment Success","3510"
"17823","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/195028","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","22-Jan-2026","RATANI DEVI","Payment Success","3510"
"17824","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/195028","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","22-Jan-2026","NARAYANI DEVI LUHAR","Payment Success","3510"
"17825","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/195028","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","22-Jan-2026","MADHU LUHAR","Payment Success","3510"
"17826","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/195028","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","22-Jan-2026","SATYNARAYAN PANCHAL","Payment Success","3510"
"17827","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/195028","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","22-Jan-2026","MAHVEER SINGH","Payment Success","3510"
